Read data time:  0.130636
Learn transition time:  126.181836
Generate graph time:  0.346519
End-to-end Time:  126.658991
4804 2711 14
469 4243 14
4243 3353 14
767 3648 14
767 3648 14
1378 4188 14
1378 4188 15
2935 3671 14
3671 2970 14
2412 4504 14
2517 4402 14
2517 4402 14
1345 5026 14
1345 5026 15
2041 2982 14
2008 1140 14
1140 1380 15
4213 2317 14
4213 2317 15
3903 1471 14
2751 1471 14
583 3260 14
0 1747 14
0 1747 15
58 2022 14
1622 810 14
1622 810 14
4766 3101 14
4766 3101 14
4034 2270 14
4034 2270 15
5093 199 14
5093 199 14
3287 1821 14
3287 1821 14
5078 224 14
5078 224 15
1120 2439 14
2439 4891 14
4012 3059 14
4012 1561 14
2798 4607 14
4607 2362 14
544 4667 14
4667 3236 15
3280 525 14
3132 1952 14
3132 1952 14
3388 1887 14
1887 1353 14
4851 3013 14
3612 5000 14
5000 3612 19
1113 3585 14
3585 4469 14
4353 83 14
4353 83 14
2690 319 14
319 2690 14
1932 618 14
1932 618 14
4383 5005 14
1775 4383 14
4223 709 14
709 2574 15
3303 437 14
3303 437 14
3240 686 14
686 4267 14
1174 2303 14
5101 1174 15
1246 1130 14
1778 1246 15
2902 2488 14
3618 2902 14
1047 2461 14
2461 2418 15
867 696 14
696 4232 14
2002 1129 14
2002 1129 14
3943 1377 14
4490 3943 15
3373 3036 14
1183 3273 14
3941 878 14
3941 878 14
3790 422 14
4237 3536 14
3536 2268 14
350 2205 14
350 2205 19
193 4639 14
193 4639 16
4162 148 14
148 1239 15
1608 3669 14
3669 4335 15
3325 2001 14
3325 2001 14
2566 1147 14
2566 1147 14
4779 2093 14
4779 2093 15
3249 1406 14
3249 1406 14
1931 2304 14
1931 2304 15
4640 1073 14
1073 596 14
4769 2025 14
2025 1572 15
3166 3141 14
3141 3166 14
3025 827 14
827 4670 15
2166 234 14
1688 1700 14
1700 196 14
3628 4155 14
4155 3628 16
4492 1340 14
4492 1340 14
3776 1750 14
2623 3772 14
4233 2274 14
2274 2478 14
340 5098 14
5098 3912 14
936 1821 14
936 1821 14
1682 1896 14
2323 1682 14
2005 2602 14
2005 2602 15
4267 2478 14
2478 4458 14
2892 3574 14
3574 2208 15
838 3459 14
838 3459 14
4195 442 14
442 3458 14
1867 1888 14
1888 3962 14
4 3013 14
4020 2740 14
4020 2740 15
1183 2312 14
2312 1478 14
1601 3187 14
3187 883 15
1450 334 14
334 1823 15
1491 2748 14
1491 2748 14
3492 4031 14
4375 3492 14
2953 2096 14
2953 2096 15
2125 4043 14
2125 4043 14
2826 1888 14
2826 1888 14
2663 816 14
816 4399 15
1535 1877 14
1535 1877 14
3297 4196 14
3 3297 16
3707 2575 14
3135 3707 14
1572 221 14
1572 221 14
3878 631 14
2846 3878 16
4825 2722 14
2722 3126 14
924 761 14
924 761 14
5030 838 14
1379 5030 14
3010 148 14
148 1239 14
2911 4002 14
4002 3189 14
1334 3378 14
3378 1334 14
2329 2085 14
2329 2085 19
4043 541 14
541 3393 14
5 2515 14
5 2515 15
2918 1922 14
2918 1922 14
2162 2822 14
2162 2822 15
4452 3250 14
4452 3250 14
238 4784 14
4784 238 14
662 3247 14
662 3247 14
3739 3349 14
3739 3349 14
2942 1729 14
2942 1729 17
2507 1680 14
2507 1680 14
1503 1416 14
1416 102 14
433 4307 14
4307 3751 15
3625 594 14
3625 594 14
2124 1105 14
2124 1105 15
3349 2328 14
2328 4231 14
38 1849 14
1849 5093 14
4386 4453 14
2016 4752 14
312 2016 14
1876 3705 14
1876 3705 14
3091 1116 14
3091 1116 14
2234 1929 14
2234 1929 15
4345 4846 14
4345 2900 14
1999 177 14
1999 177 14
1928 3754 14
1928 3754 15
3038 2889 14
4457 3038 15
479 1406 14
1406 479 18
555 1210 14
555 1210 16
3494 2947 14
3494 2947 14
4207 552 14
4207 552 14
4983 3815 14
1145 335 14
1145 335 16
240 293 14
293 889 14
227 4226 14
227 4226 16
4446 465 14
4446 465 14
1984 2998 14
1984 2998 14
5 4489 14
4489 3078 14
679 2016 14
312 2016 16
30 1956 14
30 1956 21
1150 3942 14
4113 1959 14
4113 1959 15
4444 3191 14
3191 2872 14
5054 3312 14
3553 5054 14
3464 2235 14
3464 2235 14
1603 4621 14
4621 730 14
1531 1096 14
1531 1096 15
4618 79 14
4618 79 14
4138 847 14
847 44 14
5080 25 14
5080 25 15
2293 2155 14
2451 4096 14
2451 4096 14
15 2787 14
4805 3170 14
3170 4805 14
4339 4153 14
4153 4339 15
1091 907 14
1091 752 14
493 4075 14
4075 734 14
483 3386 14
1158 672 14
1176 1158 14
3938 2315 14
2315 4001 15
779 2154 14
779 2154 14
304 4512 14
304 4512 15
3646 4639 14
3267 3646 14
131 3765 14
766 1547 14
1547 1314 14
1747 65 14
1471 4068 14
3645 2488 14
3645 2488 15
705 2801 14
705 2801 15
3092 534 14
3092 534 17
2049 670 14
3667 3049 14
3049 4874 14
3055 2234 14
3055 2234 15
4739 306 14
306 4278 16
64 1782 14
64 1782 14
3620 1139 14
1139 2915 14
151 2319 14
151 2319 17
4509 2489 14
2489 2469 15
595 3075 14
1680 595 14
3012 2692 14
3012 2692 16
3512 286 14
3309 3512 16
1557 2911 14
2911 4002 14
507 1976 14
4711 2320 14
4711 2320 14
441 2321 14
2321 584 15
50 13 14
1189 50 14
922 4768 14
922 4768 15
2115 1065 14
1175 749 14
1175 749 14
2802 3682 14
2802 3682 14
1964 2368 14
4037 1964 14
1422 632 14
3002 1939 14
1939 1622 14
108 3388 14
108 3388 25
1875 1918 14
1918 1875 14
3035 1665 14
1665 54 14
3791 1579 14
2869 2553 14
2129 746 14
1250 4079 14
463 3013 14
463 3013 15
1407 3673 14
3673 3979 15
120 1149 14
1149 4976 14
207 4851 14
626 653 14
626 653 14
4796 2322 14
2322 1724 15
100 4299 14
4299 100 16
2758 2315 14
4059 2758 14
1528 165 14
2973 1528 17
4515 397 14
397 4093 14
1206 4053 14
4053 4551 17
3027 4786 14
4786 3027 14
895 2014 14
895 2014 18
4443 4865 14
4443 4865 15
1212 3376 14
450 1212 14
393 1504 14
393 1504 16
4034 4468 14
3010 461 14
4419 3010 15
2318 302 14
302 3180 14
2836 4591 14
4591 4034 16
3116 2626 14
2626 1737 17
4218 2723 14
2805 4588 14
4588 185 14
4517 1035 14
4517 1035 14
643 3473 14
203 1749 14
2519 203 18
4610 1047 14
4610 1047 14
4440 2831 14
4440 2831 14
2507 1074 14
197 3670 14
4655 197 15
3655 265 14
1333 3655 14
702 4600 14
4600 2902 14
3576 3018 14
3018 3576 14
2959 1205 14
4946 2959 14
4761 1232 14
5039 4761 14
3015 435 14
3015 435 17
2380 3270 14
2380 3270 16
1608 4727 14
4727 1163 15
4077 1820 14
1308 2423 14
2423 4672 14
2137 1537 14
2137 1537 14
1572 2348 14
2025 1572 16
1168 4922 14
3793 2609 14
3793 2609 14
4946 2999 14
2999 2403 16
458 2347 14
458 2347 14
1440 3012 14
3012 3242 14
488 2293 14
2293 2155 15
2255 2392 14
3270 2255 14
3095 3271 14
3095 3271 14
1931 4171 14
1931 4171 16
4768 3979 14
3979 1713 14
4175 4932 14
4175 4932 15
2169 4777 14
2169 4777 17
3265 575 14
575 2799 17
4143 558 14
558 536 15
243 2636 14
1746 2398 14
1746 2398 16
5033 2460 14
3939 73 14
4086 2228 14
1234 4086 14
1211 696 14
696 4232 14
1071 1017 14
1071 1017 14
3415 2735 14
493 431 14
493 431 15
173 3782 14
173 3782 15
3169 3596 14
3169 3596 18
2445 754 14
987 3045 14
987 3045 18
305 988 14
305 988 14
2064 1699 14
5007 1370 14
1370 2415 15
3173 4038 14
4038 868 15
751 1922 14
751 1922 15
3456 1109 14
3456 1109 14
1555 2205 14
1555 2328 17
4204 218 14
218 3889 14
202 4595 14
3376 3757 14
3757 2122 15
1531 2889 14
382 5090 14
1731 382 18
259 2362 14
3607 2134 14
2134 1416 17
3195 4443 14
4443 4865 14
3725 3774 14
3774 4353 15
1282 2603 14
2603 2922 20
1891 396 14
396 4541 14
653 1820 14
1820 3101 14
3796 4994 14
3796 4994 14
3729 4197 14
4197 3729 15
567 1457 14
2313 567 16
3937 1632 14
1294 4516 14
1294 4516 14
4134 711 14
4134 711 14
3958 1695 14
1695 303 15
85 1678 14
3205 2489 14
3205 2489 14
4843 17 14
5044 2781 14
2781 5044 14
3820 1036 14
2276 3960 14
3476 487 14
3635 3476 14
3729 1712 14
3729 4197 14
3835 2866 14
2866 432 15
2468 1813 14
396 4352 14
2615 1357 14
1357 3972 16
2186 650 14
650 3043 14
3970 2627 14
3970 2627 17
808 1852 14
808 1852 16
771 4423 14
1150 3888 14
1150 3888 14
3756 2448 14
3756 2448 14
424 1197 14
2280 424 14
306 783 14
783 1496 14
2852 2415 14
1370 2415 14
4838 1880 14
1880 2355 14
4368 4627 14
4368 4627 14
556 4608 14
4608 2559 16
4480 2557 14
4480 2557 17
1434 1227 14
1227 3441 16
2864 2708 14
2864 2708 14
880 3496 14
3496 3784 14
2796 3010 14
3010 148 14
4220 3350 14
1323 5098 14
5098 3912 14
902 976 14
4376 1973 14
4376 1973 15
315 3799 14
2727 4212 14
4212 303 15
1251 1899 14
1899 2631 15
4664 167 14
1572 4664 15
5088 4342 14
4342 535 14
3378 3443 14
3443 4622 15
454 4914 14
454 4914 14
517 2053 14
2053 2889 14
436 23 14
436 23 14
1022 2294 14
1022 2294 14
2210 3992 14
1084 2289 14
2289 4920 18
2089 2075 14
2075 4877 15
2142 2070 14
2070 3497 15
4485 3742 14
4485 3742 14
3376 4247 14
3376 4247 15
3999 1705 14
3999 1705 15
369 981 14
369 981 14
1562 4562 14
4562 4035 15
4556 819 14
4556 819 16
1880 1888 14
1880 1888 15
2368 2676 14
1964 2368 18
2653 800 14
800 1086 14
3428 2684 14
2684 1873 15
869 2873 14
2873 869 14
4650 3168 14
3168 4650 15
1840 4215 14
1840 4215 14
2803 727 14
2803 727 14
4778 1104 14
1104 3124 15
4856 4474 14
1150 2481 14
2481 4979 14
1314 3504 14
3504 1314 15
3854 2357 14
3045 4846 14
4846 3349 14
3081 1480 14
1480 2219 14
5048 1185 14
1185 5048 14
3799 2930 14
2885 2621 14
4269 2885 14
2184 778 14
778 1535 17
666 4226 14
666 4226 14
2217 2171 14
4078 2217 14
2611 1602 14
3166 2611 14
426 877 14
1878 426 14
3358 26 14
26 3358 14
3598 922 14
3598 922 15
2188 4681 14
2188 4681 16
672 1285 14
672 1285 14
2244 4180 14
3519 2399 14
3519 2399 18
664 1774 14
1774 103 14
3553 3395 14
3553 5054 15
4932 486 14
486 4699 16
460 1472 14
5053 460 14
1506 1 14
1 4378 14
2669 421 14
421 2598 15
3984 5057 14
5057 1445 15
24 2806 14
2479 24 15
22 59 14
22 59 15
2229 1634 14
2229 1634 14
3247 2632 14
662 3247 14
2246 2547 14
4247 2304 14
527 3208 14
466 2940 14
333 3264 14
333 3264 15
481 4859 14
481 4859 14
1033 316 14
316 3370 14
819 4469 14
819 4469 14
3663 328 14
3663 328 14
2348 1477 14
1572 2348 19
4480 3608 14
3608 1663 15
304 3138 14
5024 304 14
3490 1960 14
2720 3490 14
799 4072 14
799 4072 14
722 2703 14
2703 3796 14
4581 3432 14
3432 255 14
3956 4271 14
912 4681 14
3684 2327 14
1159 4043 14
4981 949 14
949 581 17
302 2498 14
2318 302 16
3949 2865 14
4777 4098 14
2169 4777 15
1978 2563 14
2563 1460 14
2275 2870 14
2870 249 14
5079 1300 14
3405 4118 14
4118 2860 14
3044 3339 14
3339 1978 16
3284 2765 14
3284 2765 14
4094 97 14
97 2993 15
1140 1100 14
1140 1100 16
4246 3574 14
4246 3574 14
2356 4961 14
3828 4738 14
3828 4738 14
2727 4061 14
1580 4423 14
1580 4423 14
3427 3735 14
778 1176 14
778 1176 15
4902 1358 14
1358 2997 14
3168 273 14
3168 273 14
1190 690 14
3622 4123 14
500 3622 16
4782 5033 14
4782 5033 14
220 2606 14
220 2606 15
1359 3597 14
2664 1359 14
3401 4593 14
3401 4593 14
2337 3646 14
3646 4639 14
4911 3965 14
4911 3965 16
4996 899 14
2492 3765 14
1350 2918 14
1350 2918 14
47 974 14
974 3695 14
1758 1839 14
660 1758 16
3917 1786 14
3917 1786 14
1159 2878 14
1159 2878 14
382 3894 14
3894 1356 14
2878 3752 14
3752 2804 14
2911 2 14
2911 2 14
4691 2280 14
2818 3805 14
2818 1611 14
3162 2307 14
3162 2307 15
4096 3550 14
4096 3550 16
4121 2598 14
2598 2798 14
845 4444 14
2445 845 16
2722 222 14
4825 2722 15
3519 4609 14
1921 2938 14
1921 2938 14
1827 4646 14
1827 4646 14
4888 1910 14
4888 1910 19
2092 2582 14
2092 2582 15
103 1676 14
1676 4128 14
4397 5094 14
74 5086 14
74 5086 15
2311 2519 14
2519 203 14
3903 2679 14
4609 3903 16
1559 57 14
1559 57 15
3701 3579 14
2297 1883 14
2297 1883 14
3655 31 14
1333 3655 15
2930 330 14
330 2930 14
141 4618 14
4618 79 14
698 4254 14
3970 698 21
1452 1271 14
1271 1780 15
1645 3217 14
1645 3217 17
4869 1004 14
1673 1570 14
1673 1570 14
5065 2912 14
4021 3842 14
21 3019 14
3019 1282 19
295 1225 14
295 1225 14
3093 2273 14
2273 3093 15
4722 4659 14
4659 3437 14
4956 2363 14
2949 4956 15
3960 1140 14
2276 3960 16
3532 2483 14
3532 5056 17
218 5051 14
218 5051 14
4132 3711 14
194 28 14
194 28 16
3716 2758 14
2758 2315 14
4792 3503 14
4324 4792 14
260 3316 14
5104 260 18
748 2676 14
2676 4875 14
2040 4634 14
2040 4634 14
130 1460 14
1460 1025 14
4063 2198 14
4063 2198 14
2789 3644 14
3644 3119 15
2580 3415 14
2825 2580 14
3457 5107 14
3457 5107 16
4345 4737 14
4345 4737 17
3985 2487 14
1616 3985 15
1216 4339 14
2904 3975 14
1038 2904 17
3049 1505 14
3141 2209 14
1193 493 14
3801 1193 14
3982 610 14
3982 610 15
218 2026 14
2026 1563 14
2682 2956 14
2956 2813 14
94 2125 14
2125 4043 14
2141 4840 14
648 3471 14
1719 648 14
4361 2907 14
2907 1285 15
65 4805 14
4843 3808 14
4843 3808 17
1581 4170 14
4170 4832 14
38 715 14
38 1849 14
5016 2041 14
656 344 14
656 344 15
2511 677 14
2608 2511 14
2358 3979 14
3979 1713 14
1785 4219 14
1785 4219 14
1393 3032 14
1393 2446 14
2019 3273 14
2559 4906 14
4906 1977 16
3168 876 14
876 1162 14
1793 4330 14
1793 4330 18
4807 335 14
4807 3759 14
4983 1257 14
4983 1257 14
2422 2040 14
1331 4541 14
4541 3286 14
4399 910 14
4425 3248 14
3248 4553 16
4468 4600 14
4600 2902 14
3046 1627 14
3314 3046 16
4671 2242 14
2242 1558 15
49 2292 14
2743 49 15
3994 1111 14
3994 1111 15
3010 4863 14
3010 461 14
209 1690 14
1690 2416 14
402 3583 14
402 3583 14
3950 4321 14
3950 4321 14
4470 327 14
327 2172 15
1775 4989 14
1968 4989 14
3221 308 14
308 15 14
5078 4104 14
4104 54 14
1613 3726 14
3726 2536 14
3849 4577 14
3849 4577 19
3096 446 14
3096 446 14
3392 416 14
3392 416 16
741 3849 14
3849 4577 14
1222 533 14
533 1934 14
3278 5085 14
5085 2423 14
2428 2810 14
1822 2428 16
4689 5054 14
1321 2642 14
1321 2642 15
3539 4336 14
4336 4563 14
1632 4329 14
1632 4329 15
1926 1235 14
1926 1235 16
3790 4460 14
942 3790 16
1522 3289 14
3289 4597 14
634 3286 14
634 3286 14
711 1931 14
3217 2523 14
3217 2523 15
2690 3131 14
2690 3131 14
3863 1258 14
3863 1258 16
2809 2240 14
2240 236 16
1329 1796 14
4415 2481 14
2481 4979 14
179 1922 14
4276 179 14
3425 2960 14
2960 3210 14
2649 4298 14
4298 2728 14
1615 4034 14
4686 3834 14
4114 3713 14
3713 4836 14
4426 4162 14
4426 4162 15
2787 4324 14
2787 4324 14
2186 1343 14
1343 4048 14
3962 3469 14
3469 1776 14
3457 2221 14
2221 2834 14
2796 2581 14
2796 2581 14
4900 2234 14
2234 1929 14
2929 2468 14
2468 1813 15
3128 4657 14
4965 2073 14
4735 4789 14
2103 1954 14
1954 2103 15
4182 3056 14
3056 4864 18
3124 2052 14
3124 2052 16
869 5021 14
5021 3145 15
2001 3706 14
3706 627 14
1523 647 14
3057 2018 14
3721 4327 14
3721 4327 14
3014 5094 14
4397 5094 14
3811 2434 14
3811 1099 14
3903 1126 14
3903 1126 14
2211 4168 14
4168 4520 14
3750 685 14
3750 685 14
4890 3480 14
4626 5102 14
4626 5102 14
1486 3973 14
3245 3195 14
4164 4878 14
4164 4878 14
2605 4813 14
316 549 14
316 549 16
3343 3572 14
3572 898 16
3076 3409 14
3076 3409 14
330 4524 14
4524 3051 16
240 2314 14
619 240 14
537 66 14
66 5041 14
1180 4582 14
4582 4193 14
666 4199 14
5019 4859 14
4859 3897 14
4706 4884 14
2655 4706 14
533 2026 14
533 2026 14
3557 2064 14
411 4478 14
3234 411 14
4575 1884 14
1884 2113 15
4401 2839 14
2839 4401 15
4219 4575 14
4575 1884 14
2278 4024 14
2278 4024 14
4044 4268 14
4044 4268 14
4583 1693 14
1693 296 15
1380 1258 14
1258 151 15
3309 3427 14
3427 3735 15
4341 4051 14
4051 2372 16
78 1718 14
1718 680 14
1306 1837 14
103 1306 14
2501 692 14
2501 692 16
4196 3845 14
4196 3845 16
2967 2121 14
2967 2121 15
4789 279 14
279 3000 15
1532 1310 14
1532 1310 15
3286 515 14
515 1483 14
835 791 14
3199 1889 14
1889 1925 14
4760 15 14
3498 4760 14
3819 2336 14
1437 3819 14
15 394 14
3378 3897 14
3897 4381 16
3459 1570 14
3459 1570 14
679 2183 14
679 2016 14
4352 4810 14
396 4352 16
1692 1252 14
1252 1692 15
1175 671 14
671 1417 14
1072 3162 14
1072 3162 14
4137 4805 14
3170 4805 15
1416 4563 14
4563 4612 14
82 2405 14
82 2405 15
559 112 14
112 2338 16
1308 1792 14
788 4442 14
2491 2371 14
2491 2371 15
1802 4932 14
4175 4932 14
3116 3625 14
3625 594 14
317 856 14
3027 2433 14
2433 2137 14
2710 674 14
2379 2710 14
1763 875 14
875 1763 15
3790 601 14
942 3790 18
2946 3487 14
3487 1173 15
730 778 14
778 1535 15
4435 2347 14
4435 2347 14
4703 4024 14
622 2358 14
2358 3979 14
1365 1602 14
1160 2899 14
1160 2899 14
372 2325 14
372 2325 15
2728 4855 14
2728 4855 14
2389 1840 14
2389 1840 16
2117 1845 14
2117 1845 14
173 1682 14
173 3782 14
598 3729 14
3729 1712 14
2460 556 14
2460 556 15
2012 2813 14
2813 5084 14
4464 3386 14
3386 1528 14
3542 277 14
277 4094 14
788 1533 14
1533 3869 16
3551 4872 14
3551 4872 17
10 970 14
4532 10 18
117 4990 14
117 4990 23
5054 4865 14
4689 5054 15
3139 1036 14
1036 4591 17
3149 888 14
3149 888 16
4180 3431 14
4180 3431 15
957 3925 14
2200 957 14
3350 1002 14
4220 3350 14
1832 4080 14
1832 4080 14
2657 2440 14
2657 2440 14
2462 303 14
303 3541 14
3470 1576 14
5096 1016 14
3665 2462 14
2462 303 14
1026 1805 14
1805 2782 16
2526 4163 14
2526 4163 20
1433 4584 14
215 4053 14
215 4053 15
83 4982 14
4353 83 15
4750 670 14
4750 670 17
3596 682 14
3596 682 15
3654 4751 14
4751 3654 14
1837 4857 14
1837 4857 15
1450 4130 14
4455 1450 16
4678 1301 14
4678 1301 14
190 4200 14
3902 2522 14
2704 3034 14
3034 1263 14
4679 1691 14
1691 4679 14
1631 2111 14
2111 963 14
1850 3256 14
3256 1125 16
1266 1889 14
1889 1925 16
2667 4462 14
4462 2667 14
1873 2908 14
1873 2908 15
3760 2741 14
3760 2741 15
2388 2695 14
2695 381 14
3031 1528 14
1528 165 14
3742 524 14
524 228 14
2410 3526 14
3526 208 16
541 963 14
963 491 14
3969 3350 14
1378 4980 14
4980 1213 14
913 1119 14
913 1119 14
3411 1433 14
3411 1433 15
1770 3059 14
1249 601 14
601 4807 14
1518 3478 14
3478 338 14
2276 2526 14
2526 868 14
963 4192 14
1738 2947 14
1738 4586 14
5047 800 14
800 1086 14
3455 3318 14
1373 4961 14
4346 1373 15
511 4464 14
511 4464 15
50 4030 14
50 13 14
1658 1309 14
1309 4725 17
2476 2084 14
4223 2476 15
1518 2844 14
1888 3237 14
3237 2946 14
5102 3586 14
4626 5102 15
3357 1825 14
448 3721 14
3721 448 14
4354 4354 14
